Platform,Campaign_Name,Date,Region,Device_Type,Audience_Segment,Campaign_Objective,Impressions,Reach,Frequency,Clicks,CTR(%),CPC($),CPM($),Spend($),Engagements,Engagement_Rate(%),Cost_per_Engagement($),Conversions,Conversion_Rate(%),Avg_Order_Value($),Revenue($),Profit($),Profit_Margin,ROAS,CAC($),ROI(%),Revenue_per_Dollar
Google,Shopping_Campaign,2025-06-05,North America,Desktop,New Customers,Conversions,110827,76593,1.45,3635,3.28,1.17,38.37,4252.95,2081,1.88,2.04,267,7.37,40.94,10930.98,3388.6,0.31,2.57,15.93,157.02,2.57
Google,Shopping_Campaign,2025-06-06,North America,Tablet,New Customers,Retention,109300,75239,1.45,2076,1.9,1.26,23.93,2615.76,2192,2.01,1.19,143,6.93,30.54,4367.22,1353.84,0.31,1.67,18.29,66.96,1.67
Google,Shopping_Campaign,2025-06-07,Asia-Pacific,Desktop,New Customers,Retention,122229,82665,1.48,2970,2.3085,1.09,26.49,3237.3,2532,2.277,1.28,185,6.24,30.7,5679.5,2271.8,0.4,1.75,17.5,75.44,1.75
Google,Shopping_Campaign,2025-06-08,India,Tablet,High-Value Customers,Retention,152392,112296,1.36,3002,1.8715,0.8,19.7,3002.0,7352,5.3020000000000005,0.41,132,4.4,44.64,5303.232,2810.71,0.53,1.77,22.74,76.66,1.77
Google,Shopping_Campaign,2025-06-09,India,Desktop,High-Value Customers,Traffic,76242,51980,1.47,1196,1.57,0.496,9.73,741.52,926,1.21,0.8,67,5.67,27.43,1654.029,512.75,0.31,2.23,11.07,123.06,2.23
Google,Shopping_Campaign,2025-06-10,Europe,Mobile,Returning Customers,Awareness,117249,83855,1.4,3798,3.24,1.46,47.29,5545.08,4699,4.01,1.18,97,2.58,41.7,4247.145,1231.67,0.29,0.77,57.17,-23.41,0.77
Google,Shopping_Campaign,2025-06-11,India,Desktop,High-Value Customers,Retention,81729,47215,1.73,1348,1.65,0.6240000000000001,12.86,1051.44,3118,3.82,0.34,55,4.13,50.73,2511.135,878.9,0.35,2.39,19.12,138.83,2.39
Google,Shopping_Campaign,2025-06-12,Asia-Pacific,Mobile,New Customers,Awareness,258460,214465,1.21,5531,2.14,1.25,26.75,6913.75,14628,5.66,0.47,108,1.97,46.48,5019.84,1656.55,0.33,0.73,64.02,-27.39,0.73
Google,Shopping_Campaign,2025-06-13,Asia-Pacific,Mobile,New Customers,Traffic,242759,153228,1.58,4830,1.99,0.98,19.5,4733.4,5033,2.07,0.94,179,3.71,31.13,5572.27,2674.69,0.48,1.18,26.44,17.72,1.18
Google,Shopping_Campaign,2025-06-14,Europe,Mobile,New Customers,Retention,184258,161677,1.14,4901,2.527,0.86,22.87,4214.86,6444,3.8500000000000005,0.65,276,5.64,53.44,15486.912000000002,7588.59,0.49,3.67,15.27,267.44,3.67
Google,Shopping_Campaign,2025-06-15,Asia-Pacific,Mobile,New Customers,Awareness,339654,299941,1.13,5943,1.6624999999999999,1.15,20.12,6834.45,19069,6.171000000000001,0.36,116,1.96,30.02,3482.32,1462.57,0.42,0.51,58.92,-49.05,0.51
Google,Shopping_Campaign,2025-06-16,India,Mobile,Returning Customers,Retention,58540,42896,1.36,1779,3.04,0.7200000000000001,27.35,1601.1,2655,4.54,0.6,118,6.64,57.54,6110.7480000000005,1649.9,0.27,3.82,13.57,281.66,3.82
Google,Shopping_Campaign,2025-06-17,Asia-Pacific,Desktop,High-Value Customers,Conversions,195144,169058,1.15,4878,2.5,0.88,22.0,4292.64,5108,2.62,0.84,349,7.16,45.22,15781.78,4418.9,0.28,3.68,12.3,267.65,3.68
Google,Shopping_Campaign,2025-06-18,Europe,Desktop,New Customers,Conversions,171886,120822,1.42,3214,1.87,0.81,15.15,2603.34,7904,4.6,0.33,206,6.41,55.69,12045.747,5541.04,0.46,4.63,12.64,362.7,4.63
Google,Shopping_Campaign,2025-06-19,North America,Mobile,Returning Customers,Conversions,164268,129989,1.26,3926,2.39,0.62,14.82,2434.12,6606,4.02,0.37,214,5.47,32.75,7008.5,2523.06,0.36,2.88,11.37,187.93,2.88
Google,Shopping_Campaign,2025-06-20,North America,Tablet,Returning Customers,Awareness,184686,141453,1.31,4487,2.43,0.56,13.61,2512.72,10831,5.86,0.23,90,2.01,33.33,2999.7,869.91,0.29,1.19,27.92,19.38,1.19
Google,Shopping_Campaign,2025-06-21,North America,Mobile,High-Value Customers,Awareness,229077,165975,1.38,7880,3.268,0.67,23.05,5279.6,9904,4.752000000000001,0.53,241,3.06,58.26,14040.66,6037.48,0.43,2.66,21.91,165.94,2.66
Google,Shopping_Campaign,2025-06-22,Europe,Desktop,High-Value Customers,Retention,191531,138631,1.38,4749,2.356,1.15,28.51,5461.35,9963,5.720000000000001,0.55,223,4.7,34.13,7991.5395,1997.88,0.25,1.46,24.49,46.33,1.46
Google,Shopping_Campaign,2025-06-23,India,Tablet,New Customers,Traffic,105934,84166,1.26,3474,3.28,0.6480000000000001,26.56,2813.94,2587,2.44,1.09,158,4.57,36.28,5159.016,2063.61,0.4,1.83,17.81,83.34,1.83
Google,Shopping_Campaign,2025-06-24,Asia-Pacific,Desktop,High-Value Customers,Conversions,207529,177455,1.17,4067,1.96,1.46,28.61,5937.82,8286,3.99,0.72,255,6.29,55.69,14200.95,7526.5,0.53,2.39,23.29,139.16,2.39
Google,Shopping_Campaign,2025-06-25,Europe,Tablet,Returning Customers,Traffic,178890,157942,1.13,5939,3.32,0.55,18.26,3266.45,10207,5.71,0.32,350,5.91,36.12,13274.1,4380.45,0.33,4.06,9.33,306.38,4.06
Google,Shopping_Campaign,2025-06-26,North America,Desktop,New Customers,Conversions,196508,140899,1.39,3812,1.94,1.34,25.99,5108.08,3768,1.92,1.36,203,5.33,57.38,11648.14,4309.81,0.37,2.28,25.16,128.03,2.28
Google,Shopping_Campaign,2025-06-27,Asia-Pacific,Desktop,High-Value Customers,Traffic,161744,129712,1.25,4852,3.0,1.31,39.3,6356.12,8676,5.36,0.73,224,4.63,31.75,7112.0,1849.12,0.26,1.12,28.38,11.89,1.12
Google,Shopping_Campaign,2025-06-28,Europe,Tablet,New Customers,Traffic,94585,74345,1.27,1711,1.7195,1.0,18.09,1711.0,4910,5.7090000000000005,0.35,99,5.82,51.72,5376.294,1451.6,0.27,3.14,17.28,214.22,3.14
Google,Shopping_Campaign,2025-06-29,North America,Mobile,High-Value Customers,Traffic,182641,152101,1.2,2867,1.4915,1.0,15.7,2867.0,4644,2.7940000000000005,0.62,117,4.09,46.7,5463.9,2076.28,0.38,1.91,24.5,90.58,1.91
Google,Shopping_Campaign,2025-06-30,Europe,Tablet,Returning Customers,Retention,85421,53939,1.58,2810,3.29,1.37,45.07,3849.7,3035,3.55,1.27,162,5.78,27.85,4737.285,1326.44,0.28,1.23,23.76,23.06,1.23
Google,Shopping_Campaign,2025-07-01,Europe,Tablet,High-Value Customers,Retention,64028,35689,1.79,1005,1.57,0.57,8.95,572.85,1181,1.84,0.49,44,4.47,48.17,2225.454,956.95,0.43,3.88,13.02,288.49,3.88
Google,Shopping_Campaign,2025-07-02,North America,Desktop,New Customers,Awareness,153710,115070,1.34,4887,3.18,0.74,23.53,3616.38,6959,4.53,0.52,95,1.96,55.67,5288.65,1427.94,0.27,1.46,38.07,46.24,1.46
Google,Shopping_Campaign,2025-07-03,Europe,Tablet,New Customers,Awareness,344003,307631,1.12,9219,2.68,1.46,39.13,13459.74,21862,6.36,0.62,285,3.1,37.03,11081.227499999999,6094.68,0.55,0.82,47.23,-17.67,0.82
Google,Shopping_Campaign,2025-07-04,North America,Desktop,High-Value Customers,Conversions,165208,103917,1.59,3205,1.94,1.2,23.28,3846.0,6116,3.7,0.63,197,6.15,28.51,5616.47,2415.08,0.43,1.46,19.52,46.03,1.46
Google,Shopping_Campaign,2025-07-05,India,Desktop,Returning Customers,Conversions,186494,121974,1.53,3935,2.0044999999999997,0.664,17.51,3266.05,3719,2.189,0.88,249,6.33,15.15,3395.115,1527.8,0.45,1.04,13.12,3.95,1.04
Google,Shopping_Campaign,2025-07-06,Asia-Pacific,Desktop,High-Value Customers,Traffic,155258,123531,1.26,4580,2.8025,1.38,40.71,6320.4,5556,3.9380000000000006,1.14,144,3.16,48.27,6950.88,3266.91,0.47,1.1,43.89,9.98,1.1
Google,Shopping_Campaign,2025-07-07,Europe,Desktop,Returning Customers,Retention,192191,164051,1.17,4401,2.29,0.85,19.46,3740.85,8456,4.4,0.44,223,5.07,52.16,12213.264000000001,4274.64,0.35,3.26,16.78,226.48,3.26
Google,Shopping_Campaign,2025-07-08,Asia-Pacific,Mobile,Returning Customers,Retention,64500,49897,1.29,1722,2.67,0.96,25.63,1653.12,1961,3.04,0.84,107,6.25,36.88,3946.16,1183.85,0.3,2.39,15.45,138.71,2.39
Google,Shopping_Campaign,2025-07-09,Asia-Pacific,Tablet,Returning Customers,Conversions,181122,109480,1.65,5361,2.96,0.5,14.8,2680.5,8582,4.74,0.31,257,4.81,27.66,7108.62,2416.93,0.34,2.65,10.43,165.2,2.65
Google,Shopping_Campaign,2025-07-10,North America,Mobile,New Customers,Awareness,223846,139645,1.6,6648,2.97,0.72,21.38,4786.56,3173,1.42,1.51,198,2.99,47.7,9444.6,4344.52,0.46,1.97,24.17,97.31,1.97
Google,Shopping_Campaign,2025-07-11,Asia-Pacific,Desktop,New Customers,Retention,189297,105514,1.79,5924,3.13,0.66,20.65,3909.84,4044,2.14,0.97,276,4.66,41.42,11431.92,6287.56,0.55,2.92,14.17,192.39,2.92
Google,Shopping_Campaign,2025-07-12,Asia-Pacific,Mobile,Returning Customers,Awareness,182400,118897,1.53,3429,1.7859999999999998,0.79,14.85,2708.91,10378,6.259000000000001,0.26,108,3.16,22.06,2382.48,619.44,0.26,0.88,25.08,-12.05,0.88
Google,Shopping_Campaign,2025-07-13,India,Mobile,High-Value Customers,Traffic,215192,174411,1.23,3787,1.672,0.6000000000000001,13.2,2840.25,8652,4.422,0.33,178,4.72,22.4,3588.48,1650.7,0.46,1.26,15.96,26.34,1.26
Google,Shopping_Campaign,2025-07-14,Asia-Pacific,Desktop,Returning Customers,Conversions,172250,154895,1.11,3014,1.75,1.12,19.6,3375.68,5944,3.45,0.57,204,6.77,38.95,7945.8,4052.36,0.51,2.35,16.55,135.38,2.35
Google,Shopping_Campaign,2025-07-15,India,Tablet,High-Value Customers,Conversions,84036,62980,1.33,1613,1.92,0.584,14.01,1177.49,3559,4.24,0.33,73,4.56,37.73,2478.861,1239.43,0.5,2.11,16.13,110.52,2.11
Google,Shopping_Campaign,2025-07-16,Asia-Pacific,Mobile,Returning Customers,Awareness,238389,141981,1.68,7747,3.25,1.38,44.85,10690.86,5607,2.35,1.91,262,3.39,35.4,9274.8,3060.68,0.33,0.87,40.8,-13.25,0.87
Google,Shopping_Campaign,2025-07-17,India,Tablet,Returning Customers,Awareness,326799,234197,1.4,9575,2.93,0.768,28.13,9192.0,11717,3.59,0.78,272,2.85,29.75,7282.8,1893.53,0.26,0.79,33.79,-20.77,0.79
Google,Shopping_Campaign,2025-07-18,India,Desktop,Returning Customers,Conversions,104667,77127,1.36,3108,2.97,0.6240000000000001,23.16,2424.24,1434,1.37,1.69,216,6.98,17.82,3464.208,1524.25,0.44,1.43,11.22,42.9,1.43
Google,Shopping_Campaign,2025-07-19,India,Tablet,High-Value Customers,Conversions,94057,59720,1.57,1664,1.6815,1.16,25.65,2412.8,3157,3.696,0.76,138,8.34,35.94,4463.7480000000005,1339.12,0.3,1.85,17.48,85.0,1.85
Google,Shopping_Campaign,2025-07-20,Asia-Pacific,Tablet,New Customers,Conversions,76704,61816,1.24,1257,1.5579999999999998,0.9,14.75,1131.3,1741,2.4970000000000003,0.65,78,6.28,54.57,4256.46,1915.41,0.45,3.76,14.5,276.25,3.76
Google,Shopping_Campaign,2025-07-21,Asia-Pacific,Desktop,High-Value Customers,Awareness,314377,180473,1.74,6570,2.09,0.88,18.39,5781.6,5287,1.68,1.09,157,2.4,32.44,5093.08,1476.99,0.29,0.88,36.83,-11.91,0.88
Google,Shopping_Campaign,2025-07-22,India,Mobile,New Customers,Conversions,74504,41322,1.8,2175,2.92,0.6960000000000001,25.4,1892.25,2704,3.63,0.7,166,7.67,19.06,2847.5640000000003,1139.03,0.4,1.5,11.4,50.49,1.5
Google,Shopping_Campaign,2025-07-23,North America,Tablet,High-Value Customers,Traffic,99242,54809,1.81,3274,3.3,0.58,19.13,1898.92,4582,4.62,0.41,192,5.87,18.27,3507.84,1508.37,0.43,1.85,9.89,84.73,1.85
Google,Shopping_Campaign,2025-07-24,Europe,Mobile,High-Value Customers,Awareness,256488,207850,1.23,5694,2.22,1.06,23.53,6035.64,14783,5.76,0.41,166,2.92,55.29,9637.047,5107.63,0.53,1.6,36.36,59.67,1.6
Google,Shopping_Campaign,2025-07-25,India,Tablet,New Customers,Conversions,162271,95612,1.7,3375,2.08,0.656,17.05,2767.5,4478,2.76,0.62,236,7.0,22.34,4745.016,1423.5,0.3,1.71,11.73,71.45,1.71
Google,Shopping_Campaign,2025-07-26,India,Mobile,Returning Customers,Conversions,158270,106055,1.49,3276,1.9664999999999997,0.496,12.83,2031.12,3965,2.761,0.51,287,8.77,29.64,7656.012000000001,2449.92,0.32,3.77,7.08,276.94,3.77
Google,Shopping_Campaign,2025-07-27,India,Desktop,High-Value Customers,Retention,119940,75227,1.59,1991,1.577,0.984,20.42,2448.93,1236,1.1330000000000002,1.98,108,5.46,19.03,1849.716,998.85,0.54,0.76,22.68,-24.47,0.76
Google,Shopping_Campaign,2025-07-28,Asia-Pacific,Mobile,High-Value Customers,Awareness,262676,209406,1.25,5883,2.24,0.91,20.38,5353.53,6733,2.56,0.8,161,2.74,27.35,4403.35,1188.9,0.27,0.82,33.25,-17.75,0.82
Google,Shopping_Campaign,2025-07-29,North America,Desktop,Returning Customers,Traffic,122248,91438,1.34,2151,1.76,1.24,21.82,2667.24,2850,2.33,0.94,87,4.08,56.69,4932.03,1430.29,0.29,1.85,30.66,84.91,1.85
Google,Shopping_Campaign,2025-07-30,India,Mobile,High-Value Customers,Conversions,91233,67957,1.34,1751,1.92,0.46399999999999997,11.13,1015.58,2502,2.74,0.41,102,5.86,41.63,3821.6340000000005,1375.79,0.36,3.76,9.96,276.3,3.76
Google,Shopping_Campaign,2025-07-31,Europe,Tablet,New Customers,Traffic,144163,88859,1.62,3690,2.56,1.43,36.6,5276.7,7987,5.54,0.66,164,4.45,48.49,8349.978,4091.49,0.49,1.58,32.17,58.24,1.58
Google,Shopping_Campaign,2025-08-01,Asia-Pacific,Desktop,High-Value Customers,Retention,181876,159553,1.14,6092,3.35,1.5,50.24,9138.0,2994,1.65,3.05,300,4.94,25.67,7701.0,2310.3,0.3,0.84,30.46,-15.73,0.84
Google,Shopping_Campaign,2025-08-02,North America,Desktop,New Customers,Traffic,193024,146254,1.32,5520,2.7169999999999996,0.65,18.59,3588.0,7456,4.246,0.48,247,4.49,15.61,3855.67,1349.48,0.35,1.07,14.53,7.46,1.07
Google,Shopping_Campaign,2025-08-03,North America,Mobile,High-Value Customers,Traffic,220683,180234,1.22,6488,2.7929999999999997,1.34,39.4,8693.92,4533,2.255,1.92,314,4.84,35.04,11002.56,2970.69,0.27,1.27,27.69,26.55,1.27
Google,Shopping_Campaign,2025-08-04,North America,Desktop,High-Value Customers,Traffic,140972,101244,1.39,3270,2.32,1.25,29.0,4087.5,7000,4.97,0.58,170,5.21,53.09,9025.3,4602.9,0.51,2.21,24.04,120.8,2.21
Google,Shopping_Campaign,2025-08-05,Europe,Desktop,New Customers,Retention,180352,120168,1.5,5013,2.78,0.8,22.24,4010.4,5263,2.92,0.76,243,4.85,54.85,13994.977499999999,3918.59,0.28,3.49,16.5,248.97,3.49
Google,Shopping_Campaign,2025-08-06,North America,Desktop,High-Value Customers,Conversions,124688,91362,1.36,2531,2.03,0.78,15.83,1974.18,2671,2.14,0.74,224,8.86,37.47,8393.28,2601.92,0.31,4.25,8.81,325.15,4.25
Google,Shopping_Campaign,2025-08-07,India,Tablet,New Customers,Awareness,201135,125327,1.6,6738,3.35,0.9039999999999999,37.85,7613.94,9708,4.83,0.78,151,2.25,41.69,5665.670999999999,2096.3,0.37,0.74,50.42,-25.59,0.74
Google,Shopping_Campaign,2025-08-08,India,Tablet,High-Value Customers,Awareness,307321,188335,1.63,7928,2.58,0.44800000000000006,14.45,4439.68,8430,2.74,0.53,226,2.86,36.85,7495.290000000001,2698.3,0.36,1.69,19.64,68.83,1.69
Google,Shopping_Campaign,2025-08-09,North America,Mobile,New Customers,Awareness,252867,162368,1.56,6498,2.4414999999999996,1.21,31.09,7862.58,14475,6.292,0.54,212,3.27,21.66,4591.92,1607.17,0.35,0.58,37.09,-41.6,0.58
Google,Shopping_Campaign,2025-08-10,North America,Mobile,High-Value Customers,Retention,154736,116538,1.33,2506,1.539,1.09,17.65,2731.54,3419,2.431,0.8,134,5.35,38.36,5140.24,1799.08,0.35,1.88,20.38,88.18,1.88
Google,Shopping_Campaign,2025-08-11,India,Mobile,New Customers,Awareness,127881,85429,1.5,3005,2.35,0.528,15.51,1983.3,9141,7.15,0.22,103,3.45,32.68,3029.436,787.65,0.26,1.53,19.26,52.75,1.53
Google,Shopping_Campaign,2025-08-12,North America,Desktop,New Customers,Awareness,124938,101698,1.23,3810,3.05,1.21,36.9,4610.1,2715,2.17,1.7,76,2.01,39.6,3009.6,812.59,0.27,0.65,60.66,-34.72,0.65
Google,Shopping_Campaign,2025-08-13,Asia-Pacific,Tablet,Returning Customers,Awareness,189859,131379,1.45,5543,2.92,0.64,18.69,3547.52,6640,3.5,0.53,148,2.68,47.68,7056.64,3669.45,0.52,1.99,23.97,98.92,1.99
Google,Shopping_Campaign,2025-08-14,North America,Mobile,High-Value Customers,Traffic,187041,159169,1.18,2880,1.54,0.51,7.85,1468.8,3236,1.73,0.45,163,5.69,24.02,3915.26,1566.1,0.4,2.67,9.01,166.56,2.67
Google,Shopping_Campaign,2025-08-15,Europe,Mobile,Returning Customers,Conversions,108978,74589,1.46,3236,2.97,1.12,33.26,3624.32,2866,2.63,1.26,181,5.61,38.89,7391.044500000001,3473.79,0.47,2.04,20.02,103.93,2.04
Google,Shopping_Campaign,2025-08-16,Europe,Desktop,Returning Customers,Retention,61458,53593,1.15,1948,3.0115,0.54,17.12,1051.92,2604,4.664000000000001,0.4,76,3.95,57.22,4566.156000000001,1735.14,0.38,4.34,13.84,334.08,4.34
Google,Shopping_Campaign,2025-08-17,Asia-Pacific,Tablet,Returning Customers,Conversions,190603,119928,1.59,4746,2.3655,0.54,13.45,2562.84,6983,4.026000000000001,0.37,222,4.69,18.48,4102.56,1312.82,0.32,1.6,11.54,60.08,1.6
Google,Shopping_Campaign,2025-08-18,India,Desktop,High-Value Customers,Traffic,171300,116150,1.47,4128,2.41,0.488,14.7,2518.08,2590,1.51,0.97,162,3.93,52.0,7581.6,2956.82,0.39,3.01,15.54,201.09,3.01
Google,Shopping_Campaign,2025-08-19,Asia-Pacific,Desktop,High-Value Customers,Conversions,165866,121130,1.37,5423,3.27,1.04,34.0,5639.92,4469,2.69,1.26,309,5.7,45.85,14167.65,4391.97,0.31,2.51,18.25,151.2,2.51
Google,Shopping_Campaign,2025-08-20,India,Tablet,Returning Customers,Traffic,95631,76605,1.25,3002,3.14,1.144,44.89,4292.86,1831,1.91,2.34,170,5.68,18.21,2786.13,1225.9,0.44,0.65,25.25,-35.1,0.65
Google,Shopping_Campaign,2025-08-21,Asia-Pacific,Tablet,Returning Customers,Traffic,224806,148617,1.51,6384,2.84,0.67,19.03,4277.28,11529,5.13,0.37,282,4.43,53.1,14974.2,6738.39,0.45,3.5,15.17,250.09,3.5
Google,Shopping_Campaign,2025-08-22,Europe,Desktop,High-Value Customers,Traffic,200267,129889,1.54,5867,2.93,1.47,43.06,8624.49,6520,3.26,1.32,303,5.17,45.34,14424.921,6635.46,0.46,1.67,28.46,67.26,1.67
Google,Shopping_Campaign,2025-08-23,India,Mobile,New Customers,Awareness,213627,186747,1.14,3524,1.5675,0.8480000000000001,17.49,3735.44,10501,5.412,0.36,83,2.38,48.66,3634.902,1563.01,0.43,0.97,45.01,-2.69,0.97
Google,Shopping_Campaign,2025-08-24,Europe,Tablet,Returning Customers,Awareness,245452,199265,1.23,7118,2.755,1.23,35.67,8755.14,17060,7.6450000000000005,0.51,223,3.14,35.09,8216.3235,3450.86,0.42,0.94,39.26,-6.15,0.94
Google,Shopping_Campaign,2025-08-25,India,Tablet,Returning Customers,Retention,116840,101309,1.15,3598,3.08,0.9279999999999999,35.72,4173.68,1507,1.29,2.77,147,4.11,44.46,5882.058,1941.08,0.33,1.41,28.39,40.93,1.41
Google,Shopping_Campaign,2025-08-26,Asia-Pacific,Mobile,Returning Customers,Conversions,221421,168107,1.32,3919,1.77,1.03,18.23,4036.57,9189,4.15,0.44,287,7.33,57.78,16582.86,4809.03,0.29,4.11,14.06,310.82,4.11
Google,Shopping_Campaign,2025-08-27,Asia-Pacific,Mobile,Returning Customers,Retention,198192,171538,1.16,6461,3.26,1.4,45.64,9045.4,8403,4.24,1.08,442,6.85,51.23,22643.66,9736.77,0.43,2.5,20.46,150.33,2.5
Google,Shopping_Campaign,2025-08-28,North America,Desktop,New Customers,Awareness,274436,184704,1.49,8040,2.93,1.04,30.47,8361.6,7977,2.91,1.05,170,2.12,50.34,8557.8,2652.92,0.31,1.02,49.19,2.35,1.02
Google,Shopping_Campaign,2025-08-29,India,Mobile,Returning Customers,Traffic,224930,171752,1.31,4386,1.95,0.664,16.18,3640.38,12565,5.59,0.29,259,5.91,35.39,8249.409,3547.25,0.43,2.27,14.06,126.61,2.27
Google,Shopping_Campaign,2025-08-30,North America,Desktop,New Customers,Retention,118491,73918,1.6,3270,2.622,1.0,27.6,3270.0,4214,3.9160000000000004,0.78,151,4.62,47.42,7160.42,2076.52,0.29,2.19,21.66,118.97,2.19
Google,Shopping_Campaign,2025-08-31,India,Desktop,New Customers,Awareness,138514,105247,1.32,4460,3.059,0.8800000000000001,35.42,4906.0,4276,3.399,1.15,153,3.44,41.22,5675.994,1929.84,0.34,1.16,32.07,15.69,1.16
Google,Shopping_Campaign,2025-09-01,North America,Tablet,New Customers,Traffic,138920,121235,1.15,4209,3.03,0.51,15.45,2146.59,8315,5.99,0.26,216,5.15,53.41,11536.56,2999.51,0.26,5.37,9.94,437.44,5.37
Google,Shopping_Campaign,2025-09-02,North America,Desktop,High-Value Customers,Conversions,191378,171941,1.11,6124,3.2,1.49,47.68,9124.76,5719,2.99,1.6,313,5.12,44.19,13831.47,7054.05,0.51,1.52,29.15,51.58,1.52
Google,Shopping_Campaign,2025-09-03,Europe,Tablet,High-Value Customers,Traffic,79916,57765,1.38,1558,1.95,0.61,11.89,950.38,4254,5.32,0.22,61,3.92,17.34,1110.627,322.08,0.29,1.17,15.58,16.86,1.17
Google,Shopping_Campaign,2025-09-04,Europe,Desktop,High-Value Customers,Retention,184729,143043,1.29,3897,2.11,1.4,29.53,5455.8,1941,1.05,2.81,269,6.91,50.03,14130.9735,7206.8,0.51,2.59,20.28,159.01,2.59
Google,Shopping_Campaign,2025-09-05,North America,Mobile,High-Value Customers,Retention,103088,70103,1.47,2041,1.98,0.88,17.42,1796.08,4651,4.51,0.39,87,4.31,45.25,3936.75,1614.07,0.41,2.19,20.64,119.19,2.19
Google,Shopping_Campaign,2025-09-06,India,Tablet,High-Value Customers,Awareness,213647,119294,1.79,3418,1.52,0.44000000000000006,8.8,1879.9,4601,2.365,0.41,88,2.6,56.83,4500.936,2295.48,0.51,2.39,21.36,139.42,2.39
Google,Shopping_Campaign,2025-09-07,North America,Mobile,Returning Customers,Awareness,288992,167984,1.72,5750,1.8904999999999998,0.88,17.51,5060.0,7108,2.706,0.71,156,2.73,19.61,3059.16,1193.07,0.39,0.6,32.44,-39.54,0.6
Google,Shopping_Campaign,2025-09-08,North America,Tablet,High-Value Customers,Awareness,289087,242222,1.19,9453,3.27,0.53,17.33,5010.09,11630,4.02,0.43,171,1.81,21.11,3609.81,1443.92,0.4,0.72,29.3,-27.95,0.72
Google,Shopping_Campaign,2025-09-09,Asia-Pacific,Mobile,New Customers,Awareness,223448,147013,1.52,5675,2.54,1.38,35.05,7831.5,14182,6.35,0.55,178,3.15,56.09,9984.02,3294.73,0.33,1.27,44.0,27.49,1.27
Google,Shopping_Campaign,2025-09-10,Asia-Pacific,Tablet,High-Value Customers,Conversions,171773,96195,1.79,3246,1.89,1.49,28.16,4836.54,7908,4.6,0.61,229,7.06,26.4,6045.6,3143.71,0.52,1.25,21.12,25.0,1.25
Google,Shopping_Campaign,2025-09-11,Europe,Desktop,New Customers,Traffic,82110,54213,1.51,1289,1.57,1.06,16.64,1366.34,1067,1.3,1.28,72,5.64,27.06,2045.736,900.12,0.44,1.5,18.98,49.72,1.5
Google,Shopping_Campaign,2025-09-12,North America,Tablet,Returning Customers,Awareness,343908,202040,1.7,5433,1.58,1.02,16.11,5541.66,21634,6.29,0.26,170,3.13,54.31,9232.7,2862.14,0.31,1.67,32.6,66.61,1.67
Google,Shopping_Campaign,2025-09-13,Europe,Desktop,Returning Customers,Awareness,265456,218618,1.21,6583,2.356,0.76,18.85,5003.08,7135,2.959,0.7,202,3.08,18.63,3951.4230000000002,1620.08,0.41,0.79,24.77,-21.02,0.79
Google,Shopping_Campaign,2025-09-14,India,Tablet,High-Value Customers,Awareness,233410,138471,1.69,5951,2.4225,0.488,15.55,3630.11,7930,3.74,0.46,191,3.22,20.54,3530.826,1059.25,0.3,0.97,19.01,-2.74,0.97
Google,Shopping_Campaign,2025-09-15,North America,Tablet,Returning Customers,Retention,69372,42422,1.64,1907,2.75,0.93,25.57,1773.51,2380,3.43,0.75,110,5.78,17.09,1879.9,808.36,0.43,1.06,16.12,6.0,1.06
Google,Shopping_Campaign,2025-09-16,India,Tablet,High-Value Customers,Traffic,87740,60674,1.45,1921,2.19,0.488,13.36,1171.81,1634,1.86,0.72,72,3.77,33.74,2186.3520000000003,699.63,0.32,1.87,16.28,86.58,1.87
Google,Shopping_Campaign,2025-09-17,Asia-Pacific,Desktop,High-Value Customers,Traffic,242193,188313,1.29,6829,2.82,1.37,38.63,9355.73,5538,2.29,1.69,256,3.75,37.0,9472.0,3504.64,0.37,1.01,36.55,1.24,1.01
Google,Shopping_Campaign,2025-09-18,North America,Tablet,New Customers,Conversions,182945,140374,1.3,5506,3.01,1.35,40.63,7433.1,1867,1.02,3.98,374,6.81,16.6,6208.4,3104.2,0.5,0.84,19.87,-16.48,0.84
Google,Shopping_Campaign,2025-09-19,Europe,Desktop,Returning Customers,Awareness,307325,238059,1.29,9527,3.1,1.39,43.09,13242.53,3910,1.27,3.39,197,2.07,38.39,7940.971500000001,2858.75,0.36,0.6,67.22,-40.03,0.6
Google,Shopping_Campaign,2025-09-20,Asia-Pacific,Tablet,New Customers,Conversions,104613,85560,1.22,3358,3.0494999999999997,1.17,37.56,3928.86,1408,1.4850000000000003,2.79,275,8.2,59.71,16420.25,8374.33,0.51,4.18,14.29,317.94,4.18
Google,Shopping_Campaign,2025-09-21,India,Mobile,Returning Customers,Awareness,193855,172703,1.12,5951,2.9164999999999996,0.664,25.48,4939.33,4725,2.684,1.05,191,3.21,56.06,9636.714,5011.09,0.52,1.95,25.86,95.1,1.95
Google,Shopping_Campaign,2025-09-22,North America,Desktop,High-Value Customers,Conversions,207162,124851,1.66,4992,2.41,1.0,24.1,4992.0,5454,2.63,0.92,397,7.97,42.86,17015.42,6806.17,0.4,3.41,12.57,240.85,3.41
Google,Shopping_Campaign,2025-09-23,India,Tablet,New Customers,Awareness,317094,186625,1.7,10749,3.39,0.6400000000000001,27.12,8599.2,10634,3.35,0.81,264,2.46,21.55,5120.28,2048.11,0.4,0.6,32.57,-40.46,0.6
